riddle,choice0,choice1,choice2,choice3,choice4,label
冬天住在山林里，春天飞到天空中，从早到晚唱不停，歌声催人快播种。 （打一动物）,纺织娘,蝈蝈,布谷鸟,四声杜鹃,灰喜鹊,2
幸免一死 （打一成语）,推陈出新,众多,懒人经济,应运而生,先行者,3
一个黑娃娃，眼睛变戏法，万物被它瞧，一下变近啦。 （打一物）,步枪,手电筒,光学仪器,航空照片,望远镜,4
千里之行，始于足下 （打一成语）,层出不穷,一波又一波,无暇顾及,焦头烂额,接踵而来,4
一样物，花花绿。扑下台，跳上屋。（打一动物名）,猫,喵喵,兔子,小橘,狗,0
增加警力为长治 （书名）,高山下的花环,红旗谱,保卫延安,太阳照在桑干河上,吕梁英雄传,2
日里拜天拜地，夜间在门后打瞌睡。 （打一物）,锄头,锨,农具,铁锹,扁担,0
是贼从来不偷盗，海洋里面任逍遥，打仗常把墨汁放，为的乘机好逃跑。 （打一动物）,鳖,海葵,章鱼,鳗,乌贼,4
丰年 （打成语一）,风调雨顺,国泰民安,降福,人丁兴旺,丰衣足食,0
扶摇直上 （打一现代书名）,骑士冲锋,火龙,旋风,战团,黑云,2
粒粒皆辛苦 （打一成语）,食不甘味,戚戚,英雄气短,人困马乏,交迫,0
人与人真心交往 （打一称谓）,太医令,郎中,臧孙辰,宰相,大夫,4
闭月羞花 （打一成语）,两全其美,何乐而不为,明智之举,一石二鸟,鱼与熊掌,0
钢筋铁身硬骨头，能高能低还能扭，你别瞧它一只手，千斤万斤提着走。 （打一物）,焊枪,泵车,电线杆,升降平台,起重机,4
二人转 （打一成语）,宽大为怀,偏私,一视同仁,以礼相待,赏罚严明,2
竹帛烟销帝业虚·卷帘格 （古文篇目）,过秦论,史记,司马迁,报任安书,唐雎不辱使命,0
珠穆朗玛峰 （打成语一）,百代,史记,论语,贤人君子,藏之名山,4
万家宝·放踵格 （打一常用词）,面对,内忧外患,败,无独有偶,遭遇,4
手足小病 （打一成语）,偶一为之,无伤大体,劳民费财,扞御,存而不论,1
尸居余气 （中药名）,莪术,延胡索,僵蚕,血竭,参三七,3
身在门外墙上，嘴在门里躲藏，客人伸手按一下，叮咚一声迎进房。 （打一物）,免提,闹钟,电话,门铃,洗手间,3
整世纪的战略 （打成语一）,教育为本,空中楼阁,拔苗助长,百年大计,发展才是硬道理,3
发狠 （打一成语）,当官,穷苦,唯利是图,为富不仁,沽名钓誉,3
有皮无肉，几根瘦骨，摇摇摆摆，风头出足。 （打一物）,玉佩,手帕,茶壶,发簪,扇子,4
密探如今全换人 （打一成语）,耳目一新,别出心裁,异彩纷呈,叹为观止,引人入胜,0
他乡生白发 （打一俗称谓）,美籍华人,印度英语,土包子,说中文,老外,4
开支公布 （中药名）,金银花露,小儿七星茶,冲剂,双黄连,六一散,0
心火 （打成语一）,不着边际,云山雾罩,高谈阔论,东拉西扯,颠三倒四,0
一旦中奖，即赴陈仓 （打一成语）,喜不自胜,传看,如获至宝,照模照样,郑重其事,2
红眼睛，白衣裳，尾巴短，耳朵长。 （打一动物）,小狗,兔子,狐狸,青蛙,老鼠,1
像狐又像狗，皮毛做大衣。 （打一动物）,貉子,豚鼠,鸡雏,水貂,山羊,0
八十抒怀 （电视剧名）,卓文君,长安古意,怨郎诗,别赋,白头吟,4
闲逛市场 （打一成语）,自力更生,同甘共苦,来之不易,弥足珍贵,正是,2
者（打一成语）,毋容置疑,数一数二,有目共睹,相信,可圈可点,2
在飞机上放鞭炮 （打二字俗语）,空想,人生目标,眼高手低,纸上谈兵,半途而废,0
人送外号野狸子，模样似虎杀狍子。 （打一动物）,黄鼬,猞猁,狼,紫貂,金雕,1
哪能发烧不生病 （打一成语）,活着回来,大难不死,心有余悸,受了伤,安然无恙,4
一落千丈 （打一称谓职务）,肇俊哲,武警,老帅,教官,队长,4
吕子明白衣渡江 （打一成语）,堂而皇之,蒙混过关,做手脚,冒名顶替,自圆其说,1
上楼乃觉才思涌 （西药）,抗病毒颗粒,双黄连,安乃近,维c银翘片,感冒灵,4
妾住在横塘 （俗称谓）,侄女儿,乡下丫头,相公,成何体统,妇道人家,4
九寸 （打一成语）,倒打一耙,翻脸不认人,胡搅蛮缠,耍无赖,得寸进尺,4
深化改革 （二字电影）,红孩儿,精变,蛇,蟾蜍,乌鸡国国王,1
露天作业 （打一成语）,无所事事,挨日子,坐立不安,郁郁寡欢,挥霍青春,0
说得到，做得到。 （打一成语）,心悦诚服,言之有理,随声附和,兹事体大,但说无妨,1
八戒拱地如儿戏 （打俗语四字）,胡搅蛮缠,耍嘴皮子,装腔作势,说大话,斗心眼,1
瞎子上山岭 （打一成语）,不知高低,自鸣得意,出乖露丑,狗胆包天,恁地,0
紫色树，紫色花，紫花开了结紫瓜，紫瓜柄上生小刺，紫瓜肚里装芝麻。 （打一蔬菜）,莴笋,茄子,豆角,花菜,西红柿,1
一波未平，一波又起。 （打一成语）,侃侃而谈,自顾自,滔滔不绝,一本正经,口若悬河,2
律师贪污 （打一成语）,知法犯法,渎职,官官相护,罪加一等,严惩不贷,0
煤球 （打一成语）,白惨惨,大放光明,无边无际,伸手不见五指,一团漆黑,4
看看有节，摸摸无节，两头寒冷，中间炎热。 （打一物）,明信片,日历,书签,贺卡,效率手册,1
二 （打一成语）,无所畏惧,始终如一,信念,坚持不懈,难能可贵,1
扣 （打一成语）,各执一端,歧出,知识与政治,笔墨官司,自相矛盾,0
会面都知飞将军 （打一成语）,见多识广,是第一次,自视甚高,果然如此,老道,0
常败将军天下闻 （打一成语）,久负盛名,蜚声,回味无穷,享誉,代表性,0
一时不差 （打一常言俗语三字）,好点子,猜谜,挖空心思,现学现卖,交流经验,0
树弯弯来藤弯弯，结出果实一串串，有紫有绿真好看，熟的甜来生的酸。 （打一植物）,石榴,葡萄,草莓,樱桃,红提,1
管它冬夏与春秋 （打一民歌）,太阳颂,半个月亮爬上来,翻身道情,谣曲,四季调,4
何处是归程 （打一成语）,一口咬定,贩,上当,来路不明,招摇过市,3
小钱两个 （花卉树木）,吊兰,文竹,发财树,仙客来,白掌,1
新婚乐 （打俗语四字）,懂事,天真烂漫,调皮,讨人喜欢,可爱,3
一物足有半人高，又爱风凉又撒娇，妈妈双手抱在怀，又点头来又哈腰。 （打一物）,扫帚,竹筛子,水瓢,笸箩,簸箕,4
军队建设，常抓不懈。 （打一称谓）,中校,参谋,勤务兵,连长,警卫员,2
在家，正睡呢 （打一常言俗语三字）,都怪你,没出息,犯浑,不争气,真丢人,1
死囚牢 （打一成语）,性命交关,危险之至,一时三刻,错非,无法可施,0
明知山有虎，偏向虎山行 （打一中国电影）,敌地,白板煞星,危险之至,非同小可,当场出丑,2
辛巳风行恰恰好 （中乐名曲）,旱天雷,扬鞭催马运粮忙,丰收锣鼓,祖国颂,金蛇狂舞,4
谜手抢着要放弃 （打一成语）,杀人放火,亡命之徒,绿林好汉,打家劫舍,奸淫掳掠,3
病来如山倒，病去如抽丝。 （打一成语）,委曲求全,恋爱中的人,太在乎,犹豫不决,患得患失,4
小兵一尺高，军装光闪耀，每当要冲锋，喊杀他最早 （军用物）,仪仗队,旗兵,大刀进行曲,军号,长笛,3
金钩吊银圈，姐妹隔座山。若要来相会，需到天色晚。 （打一日常用品）,纽扣,珍珠戒指,帽子,首饰,耳环,4
悟空思做遮体裙 （打一成语）,借刀杀人,与虎谋皮,火中取栗,唇亡齿寒,鹬蚌相争，渔翁得利,1
都云作者痴 （打一成语）,明白人,旁观者清,老谋深算,关心则乱,知已知彼,1
白肚绿背凸眼睛，有眼有鼻没耳朵，长年赤膊过光阴。 （打一动物）,水獭,青蛙,乌龟,小鸭子,狒狒,1
卧床静滴 （打俗语三字）,为了尊严,目光短浅,孤注一掷,懦夫,输不起,4
有国才有家 （打一成语）,没大没小,贫嘴,倚老卖老,不长进,胡闹,0
喜见家乡富起来 （宗教称谓）,王储,可汗,巴格达,阿拔斯,哈里发,4
袭人芳官伴宝玉 （打一成语）,花花公子,漂亮女人,小白脸,情妇,帅哥,0
功名利禄全抛下 （打一成语）,四大皆空,旁门左道,看破放下,成佛,俗不可耐,0
生水不能喝 （打俗语三字）,抛头露面,吃得开,待见,能说会道,混过,1
栽来带雨一枝花 （聊斋志异篇目）,哈密瓜,葡萄,椪柑,冬桃,种梨,4
身上长斑纹，春夏来催耕。稻黄落叶尽，已不闻其声。 （打一动物）,布谷鸟,蝈蝈,纺织娘,灰喜鹊,四声杜鹃,0
华丽高贵背长毛，猫中贵族爱撒娇。 （打一动物）,金吉拉,英短,狐狸,鹦鹉,波斯猫,4
铜雀春深锁二乔 （打一称谓）,姥姥,妞妞,囡囡,人小鬼大,瑶瑶,2
主人送我到孤洲，但闻百鸟叫啾啾，生前茶饭没人送，死后骸骨无人收。 （打一物）,狗熊,稻草人,蝴蝶,鼹鼠,飞斧,1
叫化子遇雪 （打成语一）,缺衣少食,温饱,困苦,饥寒交迫,流离失所,3
小小梧桐三尺高，梧桐树上结仙桃，日日太阳来晒我，里生骨头外生毛。 （打一植物）,玉米,豆类作物,小麦,油菜籽,棉花,4
红嘴绿鹦哥，吃了营养多。 （打一蔬菜）,莴苣,菠菜,黄豆芽,胡萝卜,茼蒿,1
青青藤儿满地爬，结出果子圆又大，绿皮红心黑娃娃，解渴消暑甜又沙。 （打一水果）,火龙果,香蕉,西瓜,菠萝,桃子,2
山谷幽灵 （中药名）,人参,杜仲,天冬,黄精,何首乌,3
老庄哲学研讨会 （打成语一）,饱学,微言大义,唱高调,纸上谈兵,坐而论道,4
空心草，叶儿长，光长穗子不打粮，要问它们在哪里，就在池沼河岸边。 （打一植物）,水草,池塘边,野花,芦苇,柳树,3
土皇帝 （打一称谓）,日本人,浮财,祖产,土包子,地主,4
门诊楼里水泄不通 （打一成语）,车多,门庭若市,人满为患,比比皆是,水泄不通,2
头短眼小像松鼠，最爱混交林里住；肉味鲜美锅中煮，名贵香料由它出。 （打一动物）,海象,河狸,长颈鹿,水獭,独角鲸,1
金灿灿，银灿灿，小小花儿真漂亮，秋风一吹喷喷香，你家我家万家香。 （打一植物）,白梅,山茶,桂花,十里香,茉莉,2
有刘皇叔在，尽可放心。 （打一成语）,见机行事,知已知彼,兵来将挡,万全,有备无患,4
镇静剂 （常言俗语四字）,百战不殆,立军令状,以礼相待,口服心服,言而有信,3
肥胖丈夫苗条妻 （打一成语）,未婚先孕,传宗接代,自由恋爱,婆婆,重男轻女,4
他有使不完的劲 （打一成语）,寥如晨星,等而下之,不乏其人,姜自驺,真才实学,2
万人坑 （五字电影）,华沙起义,死亡集中营,战地记者,纳粹,日本人,1
八千岁为秋 （聊斋志异篇目）,江长春,罗恒山,楚老,金永年,丐僧,3
一树不高结满桃，桃子无肉长满毛，白毛中间裹黑珠，黑珠里把白珠包。 （打一植物）,豆类作物,油菜籽,棉花,玉米,小麦,2
色彩鲜艳丛中飞，鳞片雨衣格外美。 （打一动物）,一只小蜜蜂,蜻蜓,花儿,蝴蝶,瓢虫,3
公交车 （打一成语）,车多,人满为患,水泄不通,门庭若市,比比皆是,1
头小四腿长，脖子高过房，身穿花皮袄，不声又不响。 （打一动物）,长颈鹿,河马,北极熊,羊驼,动物园里,0
老谋深算 （打一中草药）,白芍,黄芩,细辛,苍术,香附,3
时无话 （古代书名）,萤窗异草,太平广记,京极夏彦,子不语,山海经,3
只考基础知识 （打一成语）,高深莫测,自傲,胸有成竹,似是而非,不可捉摸,0
牵牛花，云中开，飞虎英雄将它栽，根茎一旦着了地，转眼之间花儿衰。 （打一物）,直升机,翼装,热气球,手榴弹,降落伞,4
一个黑姑娘，披件纱衣裳，夏日住树上，整天来歌唱。 （打一动物）,麻雀,知了,蝉,秋虫,斑鸠,1
天增岁月人开泰 （中成药）,人参再造丸,前列康,更年安,妇科十味片,逍遥颗粒,2
以权谋私为儿孙 （贬称谓）,溜须拍马,伪君子,势利小人,为富不仁,见风使舵,2
独自赏景紫金山 （打一成语）,白头到老,闪婚,热恋,干柴烈火,一见钟情,4
青枝绿叶开红花，我家园里也有它，张开黄嘴露红牙，生出许多小娃娃。 （打一水果）,金橘,石榴,葡萄,枇杷,枣子,1
残篇遗蚪字，半幅篆蜗文 （动物名）,怪鸟,蜘蛛,蜥蜴,蝙蝠,甲虫,3
团团圆圆，满脸是眼，够不够格，由它挑选。 （打一物）,筛子,碾,麻袋,捣碎器,漏勺,0
火烧赤壁，水淹七军。 （打一成语）,驰骋疆场,戎马一生,南征北战,大将军,得胜回朝,2
我也是致富者 （打一成语）,最好的选择,绰绰有余,轻而易举,不在话下,略逊一筹,1
千年铁树开了花 （打中国小说名一）,今古奇观,轶闻传说,聊斋志异,三言两拍,孟姜女哭长城,0
一个胖娃娃，满头红头发，脱去绿衣服，浑身是金牙。 （打一植物）,玉米,大豆,小麦,水稻,高粱,0
小人勿用 （打三字中药）,郁金,半枝莲,射干,紫花地丁,使君子,4
门中春日落 （中国电影）,隔墙有耳,守口如瓶,唯一的朋友,第三个人,她和他们,3
一个姑娘，实在荒唐，造间房子，不留门窗 （动物）,蚕,蚌,蜈蚣,蟾蜍,蟒,0
长个乌龟相，披件红外衣，专门吸人血，装进大肚皮 （动物）,大老鼠,苍蝇,蟑螂,臭虫,壁虎,3
白雨跳珠乱入船 （打一现代文学作品）,嘘寒问暖,朝夕相处,爱人,谈心,亲密无间,3
蜈蚣百脚钻缝洞，二人对面时点头，晴天白天雪花飘，好好日头晒不掉。 （打一物）,凿子,锯,锉刀,圆木,篾条,1
愚公要移山，子孙来帮忙，请来一高手，转眼不见山。 （打一动物）,蜥蜴,蜈蚣,穿山甲,大壁虎,犀牛,2
扒手去宿舍前面 （打二字电影）,耀莱国际影城,红高梁,八佰,白鹿原,蓝港,2
天方夜谭 （二字电影）,无边无际,九天之上,灰雾,黑云,万道,3
早年华发 （兰花品种）,职业选手,小苍,明星,丫丫,全民tv,1
门前聚众 （中国电影）,守口如瓶,隔墙有耳,第三个人,唯一的朋友,她和他们,2
泥屋泥墙头，子子孙孙做贼头。 （打一动物）,臭鼬,兔子,老鼠,狐狸,青蛙,2
叫马不像马，皮厚嘴巴大，天天在水中，从不捉鱼虾。 （打一动物）,老虎,树懒,长颈鹿,河马,大象,3
生产必须出正品 （打一成语）,非同儿戏,兹事体大,轻忽,不可造次,言之有理,3
一条龙，两个头，这头喝水那头流；水流流到田地里，庄稼长得绿油油。 （打一物）,唧筒,铁锹,辘轳,抽水机,龙骨车,3
只怨放翁把妻休 （打一成语）,光怪陆离,红灯酒绿,亦幻亦真,五彩缤纷,形形色色,0
取消四月佩带大哥大的资格·两头白格 （四字电影）,金锁记,卧虎藏龙,霸王别姬,胭脂扣,梅兰芳,2
知 （打成语一）,屈招,耿十八,矢口不移,李伯言,蒸发人间,2
相送情无限 （中国电影）,幸福最晴天,爱在离别时,白屋之恋,只要你过得比我好,背影里的沉默,1
长得不满三尺高，绳捆索绑好几遭，千刀万剐不在数，临了又教大火烧。 （打一植物）,烟草,甘蔗,蒸馏酒,大麻,茶叶饮料,0
纸糊的大鼓 （打一成语）,冰肌玉肤,白里透红,粉嫩,楚楚动人,吹弹可破,4
人人为改革出力献策 （打一称谓）,伙计,店小二,跑堂,脚夫,酒保,0
塞外安家四十载 （植物名）,莲蓬,水瓢,葫芦,钵盂,琉璃瓶,2
李逵寻母 （打成语一）,暴风中的雄鹰,虎穴追踪,大漠紫禁令,水上春秋,国庆十点钟,1
常出远门 （打一称谓职务）,美籍华人,老外,印度英语,说中文,土包子,1
贡献杰出能光宗 （动物名）,美洲豹,狼獾,猞猁,棕熊,黑猩猩,3
四四方方一块糕，不能吃来不能咬，帮你洗衣又洗手，讲究卫生少不了。 （打一生活物）,洗衣粉,肥皂,牙膏,抹布,清洁剂,1
吹竽久混真 （打一成语）,给脸不要脸,多管闲事,自作自受,胡搅蛮缠,动粗,1
父亲和我儿孙在一起 （打中国小说名一）,四世同堂,正红旗下,瞧这一家子,白鹿原,那代人,0
播种（打一动物名）,鹁鸪,布谷,蝈蝈,纺织娘,鸟声,1
千里春 （谷种名）,光阳,龙辉,曹妃甸,新港,广青,4
老家在美洲，秋天最俏丽，见风就哗啦。 （打一植物）,枫树,银杏,鸡爪槭,水杉,乌桕,0
儿童节开张 （中药名）,桑菊饮,六一散,藿香,冰片,苦参,1
子媳 （中药名）,蝉蜕,天南星,鼠妇,西瓜虫,蠼螋,2
重灾 （打一成语）,突如其来,祸不单行,雪上加霜,一波未平一波又起,接二连三,1
